"814","The Lion","The Red Lion, The Street, East Bergholt, COLCHESTER","CO7 6TB","606924","234668","51.971950","1.011109","Babergh"
"827","The Peacock Inn","37 The Street, Chelsworth, IPSWICH","IP7 7HU","598230","248036","52.095152","0.892459","Babergh"
"834","The Prince Of Wales Public House","Prince Of Wales, New Street, SUDBURY, Suffolk","CO10 1JB","622675","-5527598",\N,\N,"Babergh"
"835","The Queens Head","Queens Head, The Row, Wenham Magna, COLCHESTER","CO7 6PU","607310","238731","52.008278","1.019182","Babergh"
"836","The Queens Head","Queens Head, The Street, Layham, IPSWICH","IP7 5LZ","602915","240107","52.022259","0.956053","Babergh"
"838","The Red Lion","Red Lion Inn, High Street, Bildeston, IPSWICH","IP7 7EX","622675","-5527598",\N,\N,"Babergh"
"840","The Rose","The Rose Inn, The Street, Shotley, IPSWICH","IP9 1NL","622675","-5527598",\N,\N,"Babergh"
"841","The Rose and Crown","Rose and Crown, The Street, Elmsett, IPSWICH","IP7 6PA","622675","-5527598",\N,\N,"Babergh"
"842","The Royal British Legion","Cordell Road, Long Melford, SUDBURY","CO10 9EB","586403","245556","52.076981","0.718668","Babergh"
"843","The Royal British Legion","George Street, Hadleigh, IPSWICH","IP7 5BB","602745","242502","52.043831","0.954997","Babergh"
"845","The Saracens Head","Sudbury Road, Newton, SUDBURY","CO10 0QJ","591238","241121","52.035498","0.786656","Babergh"
"848","The Six Bells","The Street, Preston St Mary, SUDBURY","CO10 9NG","594644","250223","52.116062","0.841436","Babergh"
"856","The Swan","Hall Street, Long Melford, SUDBURY","CO10 9JQ","586397","245816","52.079321","0.718720","Babergh"
"857","The Swan","Swan Inn, The Street, Holbrook, IPSWICH","IP9 2PZ","616845","236583","51.985358","1.156531","Babergh"
"858","The Swan","Swan Inn, Lower Street, Stratford St Mary, COLCHESTER","CO7 6JR","622675","-5527598",\N,\N,"Babergh"
"859","The Swan","The Street, Lawshall, BURY ST EDMUNDS","IP29 4QA","586629","254233","52.154835","0.726717","Babergh"
"860","The Swan Inn","The Street, Monks Eleigh, IPSWICH","IP7 7AU","622675","-5527598",\N,\N,"Babergh"
"863","The White Horse Inn","White Horse, White Horse Hill, Tattingstone, IPSWICH","IP9 2NU","613626","238246","52.001534","1.110762","Babergh"
"864","The White Horse.","The White Horse, Lavenham Road, The Heath, Great Waldingfield, SUDBURY","CO10 0SE","622675","-5527598",\N,\N,"Babergh"
"868","Three Horseshoes","Church Square, Bures St Mary, BURES","CO8 5BS","590752","234015","51.971863","0.775623","Babergh"
"882","United Services Club","White Horse Road, East Bergholt, COLCHESTER","CO7 6TU","608265","234311","51.968239","1.030394","Babergh"
"892","Waggon and Horses","Waggon And Horses, Church Walk, SUDBURY, Suffolk","CO10 1HJ","587173","241443","52.039777","0.727638","Babergh"
"904","Wheatsheaf P.H","Wheatsheaf Inn, Church Road, Tattingstone, IPSWICH","IP9 2LY","612936","236886","51.989578","1.099881","Babergh"
"905","Wheelhouse","Whatfield Road, Nedging with Naughton, IPSWICH","IP7 7BS","602401","249001","52.102296","0.953838","Babergh"
"907","White Horse","White Horse Hotel, North Street, SUDBURY, Suffolk","CO10 1RF","587390","241499","52.040207","0.730829","Babergh"
"908","White Horse Inn","The White Horse, London Road, Capel St Mary, IPSWICH","IP9 2JR","609815","238086","52.001550","1.055231","Babergh"
"1013","Barleylands Social Club","Barleylands Road, Basildon, Essex","SS15 4BJ","569436","190310","51.586173","0.444311","Basildon"
"1019","Basildon & Pitsea Cricket Club","The Clubhouse,Mopsies Park, Timberlog Close, Basildon, Essex","SS14 1PF","572460","188908","51.572663","0.487228","Basildon"
"1029","Basildon Rugby Football Club","Gardiners Close, Basildon, Essex","SS14 3AW","571686","190376","51.586077","0.476787","Basildon"
"1031","Basildon Snooker Centre","5 High Pavement, Basildon, Essex","SS14 1EA","570385","188613","51.570643","0.457173","Basildon"
"1032","Basildon Sports & Leisure Club","Gardiners Way, Basildon, Essex","SS14 3AP","572174","190811","51.589844","0.484038","Basildon"
"1033","Basildon United Football Club","Basildon United Football Club, Gardiners Close, Basildon, Essex","SS14 3AW","571687","190375","51.586067","0.476800","Basildon"
"1045","Beehive","The Beehive Public House, Southernhay, Basildon, Essex","SS14 1DQ","570357","188412","51.568839","0.456656","Basildon"
"1049","Benbow Club","77 Pound Lane, Bowers Gifford, Pitsea,Essex.","SS13 2HL","575475","188578","51.568760","0.530525","Basildon"
"1052","Best Parties Ever","Barleylands Farm, Barleylands Road, Billericay, Essex","CM11 2UD","569457","191981","51.601178","0.445405","Basildon"
"1061","Billericay Constitutional Club","1a High Street, Billericay, Essex","CM12 9BE","567525","194892","51.627905","0.418941","Basildon"
"1062","Billericay Cricket Club","The Toby Howe Cricket Ground, Blunts Wall Road, Billericay, Essex.","CM12 9SA","566278","194250","51.622508","0.400637","Basildon"
"1095","Bowers Utd Sports & Social Club Bar","Bowers United Sports And Social Club, Crown Avenue, Pitsea, Basildon","SS13 2BE","574498","189158","51.574281","0.516730","Basildon"
"1105","British Rail Social Association","Market Avenue, Wickford, Essex","SS12 0AD","574485","193619","51.614357","0.518759","Basildon"
"1152","Castle Mayne","The Castle Mayne Public House, The Knares, Basildon, Essex","SS16 5RZ","569537","187840","51.563953","0.444576","Basildon"
"1173","Chequers","44 High Street, Billericay, Essex","CM12 9BQ","567535","194790","51.626986","0.419036","Basildon"
"1201","Club Kingswood","Club Kingswood, Clay Hill Lane, Basildon, Essex","SS16 5JP","570549","187326","51.559032","0.458898","Basildon"
"1238","Cromwell Manor/Grand Events","Cromwell Manor, Pitsea Hall Lane, Pitsea, Essex","SS16 4UH","573729","187224","51.557137","0.504689","Basildon"
"1239","Culpepper Club","Culpepper Club, Gardiners Lane South, Basildon, Essex","SS14 3AP","571986","190386","51.586085","0.481117","Basildon"
"1250","David Lloyd Club","Festival Way, Basildon, Essex","SS14 3DG","570578","190064","51.583619","0.460659","Basildon"
"1252","DB Shack","The Castle Mayne Public House, The Knares, Basildon, Essex","SS16 5RZ","569537","187840","51.563953","0.444576","Basildon"
"1270","Dick Turpin","Dick Turpin, Southend Arterial Road, Wickford, Essex","SS12 9HZ","575155","190980","51.590444","0.527110","Basildon"
"1292","Downham Arms","130 London Road, Wickford, Essex","SS12 0AR","573767","193285","51.611579","0.508235","Basildon"
"1298","Dunton Park Country Club","Lower Dunton Road, Dunton, Basildon,Essex.","CM13 3SX","566098","188316","51.569253","0.395232","Basildon"
"1340","Firejacks/ Kick-Ass Burrito/Chicken Cartel/Baragara","Luminar Unit 1, Festival Way, Basildon, Essex","SS14 3WB","570697","190238","51.585137","0.462458","Basildon"
"1365","French Martini","Vitro Bars Ltd, 2 Western Road, Billericay, Essex","CM12 9DZ","567492","194861","51.627637","0.418449","Basildon"
"1373","Fryerns Community Centre","Whitmore Way, Basildon, Essex","SS14 2NN","571715","189547","51.578630","0.476801","Basildon"
"1374","Fryerns Social Club","Fryerns Social Club, Fryerns Community Centre, Whitmore Way, Basildon, Essex","SS14 2NN","571715","189547","51.578629","0.476800","Basildon"
"1411","Great Chalvedon Hall","Great Chalvedon Hall, Rectory Road, Pitsea, Basildon","SS13 2AN","574093","189221","51.574973","0.510924","Basildon"
"1434","Harvester Darby Digger","Darby Digger, Radwinter Avenue, Wickford, Essex","SS12 9PT","574613","192103","51.600700","0.519852","Basildon"
"1437","Helen Arber Performing Arts","Image House, 34 Radford Way, Billericay, Essex","CM12 0DX","567172","195166","51.630472","0.413976","Basildon"
"1455","Holy Cross Recreation Ground","Holy Cross Recreation Ground Pavilion, Church Road, Basildon, Essex","SS14 2EX","571367","189631","51.579490","0.471824","Basildon"
"1485","Inn on the Green","Inn On The Green, Mountnessing Road, Billericay, Essex","CM12 0EH","566700","195349","51.632248","0.407250","Basildon"
"1490","J D Wetherspoon","The Blue Boar, 39 High Street, Billericay, Essex","CM12 9BA","567512","194817","51.627239","0.418715","Basildon"
"1505","Jolly Friar Public House","Whitmore Way, Basildon, Essex","SS14 3JT","572387","189983","51.582342","0.486703","Basildon"
"1520","Katz","Katz Gentlemens Club, Time Square, Basildon, Essex","SS14 1DJ","570105","188358","51.568427","0.453012","Basildon"
"1537","Kings Head","Kings Head, Southend Road, Great Burstead, Billericay","CM11 2PS","568937","192921","51.609779","0.438371","Basildon"
"1662","Miller & Carter","High Road, Langdon Hills, Basildon,Essex.","SS16 6HU","567963","186547","51.552801","0.421272","Basildon"
"1673","Moon on the Square","1-15 Market Square, Basildon, Essex","SS14 1DF","570353","188485","51.569503","0.456649","Basildon"
"1747","Owl & Pussycat","164 Clay Hill Road, Basildon, Essex","SS16 5DF","570836","187847","51.563617","0.463301","Basildon"
"1803","Posh Boys Brewery","8 Riverside House, Lower Southend Road, Wickford, Essex","SS11 8BB","574837","193557","51.613686","0.523804","Basildon"
"1805","Post Office Sports Club","Gardiners Way, Basildon, Essex","SS14 3AP","572174","190811","51.589844","0.484038","Basildon"
"1825","Q Ball Snooker and Sports Bar","Q Ball Snooker Centre, Time Square, Basildon, Essex","SS14 1DJ","570115","188369","51.568527","0.453147","Basildon"
"1845","Red Lion","113 High Street, Billericay, Essex","CM12 9AJ","567372","194536","51.624762","0.416563","Basildon"
"1846","Reids Bar, Restaurant and Function Room","66-68 Laindon Road, Billericay, Essex","CM12 9LD","567332","194050","51.620399","0.415753","Basildon"
"1865","Royal British Legion Club","73-77 Runwell Road, Wickford, Essex","SS11 7HL","575117","194025","51.617808","0.528081","Basildon"
"1914","Shepherd & Dog","Shepherd And Dog Inn, Crays Hill, Billericay, Essex","CM11 2XY","571551","192301","51.603420","0.475782","Basildon"
"1966","Sportz Club Bar","Wickford Community Centre, Market Road, Wickford, Essex","SS12 0AG","574450","193502","51.613317","0.518197","Basildon"
"1993","Stock Brook Manor Golf Club","Stock Brook Manor Golf And Country Club, Queens Park Avenue, Billericay, Essex","CM12 0SP","567147","197178","51.648552","0.414575","Basildon"
"2079","The Burstead Golf Club","Tye Common Road, Little Burstead, Billericay,Essex.","CM12 9SS","566401","192348","51.605394","0.401510","Basildon"
"2084","The Coach and Horses","36 Chapel Street, Billericay, Essex","CM12 9LU","567486","194574","51.625060","0.418225","Basildon"
"2093","The Crane","The Crane, Denys Drive, Basildon, Essex","SS14 3LP","572773","189997","51.582349","0.492276","Basildon"
"2096","The Crown Pub and Dining","2 High Street, Billericay, Essex","CM12 9BQ","567498","194703","51.626224","0.418460","Basildon"
"2099","The Duke Public House","80 High Street, Wickford, Essex","SS12 9AT","574605","193327","51.611697","0.520346","Basildon"
"2100","The Dukes Head","The Dukes Head, Laindon Common Road, Billericay, Essex","CM12 9TA","567131","192558","51.607056","0.412141","Basildon"
"2102","The Edge","The Edge, 6-8 High Pavement, Basildon, Essex","SS14 1EA","570407","188615","51.570654","0.457490","Basildon"
"2107","The Forge","The Forge, 1-2 The Pantiles, Billericay, Essex","CM12 0UA","567130","195931","51.637347","0.413734","Basildon"
"2108","The Four Seasons Public House","Victoria Road, Laindon, Basildon,Essex.","SS15 6AW","567705","189161","51.576369","0.418801","Basildon"
"2121","The Honey Pot","Festival Leisure Park, Cranes Farm Road, Basildon, Essex.","SS14 3TJ","570763","189972","51.582728","0.463267","Basildon"
"2131","The Noak Bridge","The Noak Bridge, 45 Wash Road, Laindon, Basildon","SS15 4BS","569038","190549","51.588442","0.438686","Basildon"
"2145","The Plough and Tractor","186 Great Knightleys, Basildon, Essex","SS15 5HG","569261","188784","51.572508","0.441052","Basildon"
"2148","The Quays","Festival Leisure Park, Cranes Farm Road, Basildon, Essex.","SS14 3WB","570697","190238","51.585137","0.462459","Basildon"
"2149","The Railway Hotel","1 High Street, Billericay, Essex","CM12 9BE","567525","194892","51.627905","0.418941","Basildon"
"2154","The Swan","The Swan, The Broadway, Wickford, Essex","SS11 7AD","574723","193637","51.614445","0.522203","Basildon"
"2165","The Watermill","Watermill Beefeater, East Mayne, Basildon, Essex","SS13 1BW","573102","189877","51.581169","0.496960","Basildon"
"2169","The Woodlands Club","35 Kingswood Road, Basildon, Essex","SS16 5UP","571128","188029","51.565172","0.467585","Basildon"
"2194","Unit 7","Unit 7, Festival Way, Basildon, Essex","SS14 3WB","570697","190238","51.585137","0.462458","Basildon"
"2199","Vange & Pitsea Social Club","Vange And Pitsea Working Mens Club, High Road, Vange, Basildon","SS16 4TG","572912","187724","51.561879","0.493161","Basildon"
"2223","Wick Bar","Wick Community Centre, Salcott Crescent, Wickford, Essex","SS12 9NR","575716","192265","51.601813","0.535829","Basildon"
"2227","Wickford Community Association","Nevendon Centre, Nevendon Road, Wickford","SS12 0QG","574566","193185","51.610428","0.519709","Basildon"
"2228","Wickford Cricket Club","Runwell Road, Wickford, Essex","SS11 7HG","575006","193927","51.616963","0.526416","Basildon"
"2247","Winged Horse","The Winged Horse, Luncies Road, Basildon, Essex","SS14 1SB","572855","188411","51.568071","0.492676","Basildon"
"2250","Winston Social Club","1 Northumberland Avenue, Laindon, Basildon","SS15 6NL","568067","188344","51.568922","0.423629","Basildon"
"2291","Addison Howard Centre","Addison Howard Park, Bedford Road, Kempston, Bedford","MK42 8PN","503647","248452","52.124672","-0.487429","Bedford"
"2292","AFC Kempston Rovers Football Club","Kempston Rovers Football Club, Hillgrounds Road, Kempston, Bedford","MK42 8QG","502863","248801","52.127946","-0.498772","Bedford"
"2341","Astons","32 High Street, Bedford","MK40 1SP","505042","249764","52.136204","-0.466665","Bedford"
"2342","Auction Room Ltd","1 Duke Street, Bedford","MK40 3HR","505132","249883","52.137253","-0.465304","Bedford"
"2370","Bar Citrus","29 Harpur Street, Bedford","MK40 1LA","504913","249913","52.137564","-0.468494","Bedford"
"2373","Barley Mow","72 St Loyes Street, Bedford","MK40 1EZ","504748","250012","52.138476","-0.470873","Bedford"
"2381","Bears & Tales","31 St Cuthberts Street, Bedford","MK40 3JG","505290","250060","52.138805","-0.462942","Bedford"
"2383","Bedford & County Golf Club Bar","Bedford And County Golf Club, Green Lane, Clapham, Bedford","MK41 6ET","503742","253030","52.165798","-0.484646","Bedford"
"2385","Bedford Arms","Bedford Arms, High Street, Souldrop, Bedford","MK44 1EY","498566","261782","52.245405","-0.557751","Bedford"
"2386","Bedford Athletic Rugby Club Bar","Bedford Athletic Rugby Club, Wentworth Drive, Bedford","MK41 8QA","506610","252330","52.158962","-0.442950","Bedford"
"2387","Bedford Borough Bowling Club Bar","Bedford Borough Bowling Club, Goldington Road, Bedford","MK40 3NF","505452","250207","52.140104","-0.460530","Bedford"
"2406","Bedford Rowing Club","Bedford Rowing Club, Duckmill Lane, Bedford","MK42 0AX","505136","249476","52.133594","-0.465371","Bedford"
"2407","Bedford Rugby (Ground, Bar & Marquee)","Bedford Rugby Union F C, Goldington Road, Bedford","MK40 3NF","505452","250207","52.140104","-0.460530","Bedford"
"2410","Bedford Town Football Club","Bedford Town Football Club, Meadow Lane, Bedford","MK44 3LW","508726","249019","52.128793","-0.413089","Bedford"
"2412","Bedfordshire Golf Club","Bedfordshire Golf Club, Spring Lane, Stagsden, Bedford","MK43 8SR","498960","248964","52.130132","-0.555720","Bedford"
"2461","Boworth Services","St Johns Arms, Knotting Road, Melchbourne, Bedford","MK44 1BG","502982","266194","52.284240","-0.491751","Bedford"
"2466","Brewhouse And Kitchen","115-117 High Street, Bedford","MK40 1NU","505040","250017","52.138466","-0.466607","Bedford"
"2467","Brewpoint","Brewpoint, Fairhill, Cut Throat Lane, Bedford","MK41 7FY","503750","250948","52.147076","-0.485166","Bedford"
"2582","Chequers Inn","The Chequers Inn, 47 Hall End Road, Wootton, Bedford","MK43 9HP","500073","245670","52.100327","-0.540433","Bedford"
"2614","Club Italia","32 Alexandra Road, Bedford","MK40 1JA","504461","249765","52.136320","-0.475141","Bedford"
"2615","Club Polska","29-33 Alexandra Road, Bedford","MK40 1JB","504421","249826","52.136866","-0.475707","Bedford"
"2621","Colmworth Golf Club","Colmworth Golf Club, New Road, Colmworth, Bedford","MK44 2AP","509593","257119","52.201417","-0.397816","Bedford"
"2623","Colworth Club","Unilever Research, Colworth House, Colworth Estate, Sharnbrook, Bedford","MK44 1LQ","498202","260234","52.231556","-0.563545","Bedford"
"2660","Crown Inn","The Crown Inn, Green End, Little Staughton, Bedford","MK44 2BU","510045","263212","52.256083","-0.389225","Bedford"
"2667","Daleys Club","86 Bedford Road, Kempston, Bedford","MK42 8BB","503662","248154","52.121991","-0.487301","Bedford"
"2695","Devonshire Arms","The Devonshire Arms, 32 Dudley Street, Bedford","MK40 3TB","506162","249830","52.136581","-0.450277","Bedford"
"2707","Dom Polski Club","20 Ashburnham Road, Bedford","MK40 1DS","504239","249737","52.136110","-0.478392","Bedford"
"2745","Esquires","60a Bromham Road, Bedford","MK40 2QG","504547","250088","52.139197","-0.473786","Bedford"
"2754","Executive Snooker Club","3a Lurke Street, Bedford","MK40 3HZ","505148","249958","52.137924","-0.465047","Bedford"
"2772","Five Bells","The Five Bells, 1-3 Northill Road, Cople, Bedford","MK44 3TU","510390","248329","52.122263","-0.389014","Bedford"
"2788","Fox & Duck","The Fox And Duck, 13 Bedford Road, Wootton, Bedford","MK43 9JT","500881","245201","52.095966","-0.528780","Bedford"
"2789","Fox & Hounds","Fox And Hounds, High Street, Riseley, Bedford","MK44 1DT","504026","262696","52.252615","-0.477529","Bedford"
"2790","Fox & Hounds","The Fox And Hounds, 178 Goldington Road, Bedford","MK40 3EB","506327","250273","52.140530","-0.447729","Bedford"
"2791","Fox Inn","Fox Inn, 35 High Street, Carlton, Bedford","MK43 7LA","495350","255288","52.187596","-0.606667","Bedford"
"2802","Fuelers Bar","Santa Pod Raceway, Podington Airfield, Airfield Road, Podington, Bedford","NN29 7XA","495094","260699","52.236281","-0.608893","Bedford"
"2813","Gardeners Arms","The Gardeners Arms, 12 Sandhurst Road, Bedford","MK42 9HS","504818","248584","52.125629","-0.470291","Bedford"
"2818","George & Dragon","The George And Dragon, 39 Mill Street, Bedford","MK40 3EU","505121","249836","52.136826","-0.465480","Bedford"
"2864","Greyfriars Snooker Centre","Greyfriars Snooker Centre, Greyfriars, Bedford","MK40 1HP","504665","249786","52.136470","-0.472155","Bedford"
"2882","Half Moon","The Half Moon, 108 High Street, Kempston, Bedford","MK42 7BN","502282","247309","52.114645","-0.507704","Bedford"
"2921","Horse & Jockey","Horse And Jockey, Church End, Ravensden, Bedford","MK44 2RR","507767","254389","52.177242","-0.425391","Bedford"
