"22","Anchor Inn","Upper Street, Stratford St Mary, COLCHESTER","CO7 6LW","604749","234404","51.970379","0.979340","Babergh"
"36","Ark Bar Restaurant","Ark Bar And Restaurant, Cattawade Street, Brantham, MANNINGTREE","CO11 1RH","610194","233329","51.958698","1.057832","Babergh"
"74","Black Boy","The Lady Elizabeth, 7 Market Hill, SUDBURY, Suffolk","CO10 2EA","587334","241316","52.038595","0.729915","Babergh"
"75","Black Horse","Lower Street, Stratford St Mary, COLCHESTER","CO7 6JS","622675","-5527598",\N,\N,"Babergh"
"76","Black Lion","Lion Road, Glemsford, SUDBURY","CO10 7RF","622675","-5527598",\N,\N,"Babergh"
"97","Brewers Arms","The Brewers Arms, Bower House Tye, Polstead, COLCHESTER","CO6 5BZ","598743","240655","52.028694","0.895650","Babergh"
"102","Bristol Arms","Bristol Hill, Shotley, IPSWICH","IP9 1PU","624624","233550","51.955042","1.267642","Babergh"
"122","Caffeine Lounge","14 Borehamgate Shopping Precinct, King Street, SUDBURY, Suffolk","CO10 2ED","587527","241247","52.037903","0.732687","Babergh"
"137","Carriers Arms","Heath Road, East Bergholt, COLCHESTER","CO7 6RA","622675","-5527598",\N,\N,"Babergh"
"152","Chestnut Tree Farm","3 Donald Mackintosh Way, Pinewood, IPSWICH","IP8 3LQ","612862","242887","52.043494","1.102543","Babergh"
"172","Cock & Bell","Cock And Bell, Hall Street, Long Melford, SUDBURY","CO10 9JR","586264","245558","52.077053","0.716643","Babergh"
"254","Eight Bells Inn","Eight Bells Public House, 90-92 Angel Street, Hadleigh, IPSWICH","IP7 5DD","602934","242836","52.046763","0.957949","Babergh"
"273","Finezza pizza","Eight Bells Public House, 90-92 Angel Street, Hadleigh, IPSWICH","IP7 5DD","602934","242836","52.046763","0.957949","Babergh"
"287","Fox and Hounds","Fox and Hounds., Church Street, Groton, SUDBURY","CO10 5ED","595967","241546","52.037682","0.855749","Babergh"
"300","Glemsford Social Club","25-27 Hunts Hill, Glemsford, SUDBURY, Suffolk","CO10 7RP","582842","247729","52.097693","0.667931","Babergh"
"310","Grover and Allen - J D Wetherspoon","The Grover and Allen, 67-70 North Street, SUDBURY, Suffolk","CO10 1RF","587393","241511","52.040323","0.730880","Babergh"
"324","Hare And Hounds","Hare and Hounds, Heath Road, East Bergholt, COLCHESTER","CO7 6RL","607633","235423","51.978451","1.021879","Babergh"
"325","Hare and Hounds","Hare and Hounds PH, Harrow Street, Leavenheath, COLCHESTER","CO6 4PW","595452","237417","52.000783","0.845896","Babergh"
"345","Hintlesham & Chattisham Social Club","Community Centre, Timperleys, Hintlesham, IPSWICH","IP8 3PS","608560","243367","52.049435","1.040192","Babergh"
"415","Kings Head","132 High Street, Bildeston, IPSWICH","IP7 7ED","599244","249527","52.108170","0.908123","Babergh"
"416","Kins Head Inn","115 Bures Road, Great Cornard, SUDBURY","CO10 0JE","588383","239975","52.026188","0.744452","Babergh"
"448","Long Melford Inn","The Long Melford Inn, Station Road, Long Melford, SUDBURY","CO10 9HN","585923","244321","52.066051","0.710999","Babergh"
"459","Maldon Grey","Cats Lane, Great Cornard, SUDBURY","CO10 2RZ","588540","241341","52.038399","0.747488","Babergh"
"506","Needham Market Bowls Club","Barretts Lane, Needham Market, IPSWICH","IP6 8BX","622675","-5527598",\N,\N,"Mid Suffolk"
"513","North Street Tavern","66 North Street, SUDBURY, Suffolk","CO10 1RE","587307","241626","52.041382","0.729689","Babergh"
"533","Oyster Reach Beafeater","Oyster Reach Beefeater, Bourne Hill, Wherstead, IPSWICH","IP2 8ND","616178","241872","52.033095","1.150156","Babergh"
"554","Plough & Fleece","Plough And Fleece Inn, Great Green, Cockfield, BURY ST EDMUNDS","IP30 0HJ","622675","-5527598",\N,\N,"Babergh"
"578","Red Lion","Red Lion Inn, Main Road, Chelmondiston, IPSWICH","IP9 1DX","622675","-5527598",\N,\N,"Babergh"
"589","Royal Harwich Yacht Club","Cat House Lane, Woolverstone, IPSWICH","IP9 1AT","619439","239042","52.006409","1.195817","Babergh"
"591","Royal Oak","Royal Oak, East End Lane, East Bergholt, COLCHESTER","CO7 6XA","609998","235171","51.975311","1.056110","Babergh"
"619","Shotley Vineyard","Frogs Alley, Shotley, IPSWICH","IP9 1FB","623884","236057","51.977853","1.258526","Babergh"
"622","Silkworm","Weavers Tap, East Street, SUDBURY, Suffolk","CO10 2HX","587489","241462","52.039848","0.732251","Babergh"
"626","Six bells","Six Bells Inn, Church Road, Felsham, BURY ST EDMUNDS","IP30 0PJ","594678","257067","52.177498","0.845845","Mid Suffolk"
"692","Sudbury Institute Club","54 Station Road, SUDBURY, Suffolk","CO10 2SP","587352","241190","52.037454","0.730107","Babergh"
"702","Suffolk Chefs Ltd","White Hart, Broad Street, Boxford, SUDBURY","CO10 5DX","596289","240564","52.028752","0.859875","Babergh"
"734","The Anchor Inn","26 Court Street, Nayland with Wissington, COLCHESTER","CO6 4JL","597415","234054","51.969882","0.872520","Babergh"
"735","The Angel Glemsford Ltd","Angel Inn, Egremont Street, Glemsford, SUDBURY","CO10 7SA","582888","247368","52.094425","0.668408","Babergh"
"738","The Angel Inn","Polstead Street, Stoke by Nayland, COLCHESTER","CO6 4SA","622675","-5527598",\N,\N,"Babergh"
"743","The Bay Horse","61-65 Melford Road, SUDBURY, Suffolk","CO10 1JS","587176","241782","52.042830","0.727868","Babergh"
"744","The Beagle","Hadleigh Road, Sproughton, IPSWICH","IP8 3AR","612459","243689","52.050854","1.097165","Babergh"
"750","The Brewery Tap","East Street, SUDBURY, Suffolk","CO10 2TP","587528","241500","52.040169","0.732839","Babergh"
"755","The Brook Inn","241 Bures Road, Great Cornard, SUDBURY","CO10 0JQ","588555","239362","52.020633","0.746619","Babergh"
"757","The Bull","The Bull Inn, The Street, Brantham, MANNINGTREE","CO11 1PN","612239","234481","51.968265","1.088246","Babergh"
"759","The Bush Inn","The Bush, The Street, Shimpling, BURY ST EDMUNDS","IP29 4HU","587401","253020","52.143674","0.737318","Babergh"
"760","The Butt & Oyster","Butt and Oyster Inn, Pin Mill Road, Chelmondiston, IPSWICH","IP9 1JW","620710","237977","51.996349","1.213618","Babergh"
"762","The Case is Altered","The Case Is Altered, Capel Road, Bentley, IPSWICH","IP9 2DW","622675","-5527598",\N,\N,"Babergh"
"766","The Cock Horse Inn","The Cock Inn, Church Street, Lavenham, SUDBURY","CO10 9SA","591368","248958","52.105839","0.792936","Babergh"
"767","The Cock Inn","89 George Street, Hadleigh, IPSWICH","IP7 5BP","602983","242705","52.045565","0.958589","Babergh"
"768","The Cock Inn","Polstead Green, Polstead, COLCHESTER","CO6 5AL","599283","238286","52.007221","0.902132","Babergh"
"769","The Cock Inn","The Cock, Lavenham Road, Brent Eleigh, SUDBURY","CO10 9PB","594098","247842","52.094870","0.832123","Babergh"
"773","The Comfortable Cow","Unit 3, The Pied Cow, 12 King Street, SUDBURY, Suffolk","CO10 2EB","587512","241324","52.038603","0.732496","Babergh"
"774","The Crown","High Street, Acton, SUDBURY","CO10 0AT","589436","244890","52.069965","0.762503","Babergh"
"775","The Crown Inn","Crown Inn, Cattawade Street, Brantham, MANNINGTREE","CO11 1RE","610209","233104","51.956673","1.057912","Babergh"
"777","The Crown Inn","The Green, Hartest, BURY ST EDMUNDS","IP29 4DH","622675","-5527598",\N,\N,"Babergh"
"782","The Edwardstone White Horse","White Horse Inn, Mill Green, Edwardstone, SUDBURY","CO10 5PX","595149","242672","52.048066","0.844481","Babergh"
"783","The Five Bells","63 Bures Road, Great Cornard, SUDBURY","CO10 0HU","588333","240302","52.029137","0.743898","Babergh"
"793","The Gardeners Arms","Gardeners Arms, Manningtree Road, Stutton, IPSWICH","IP9 2TG","614020","234535","51.968075","1.114180","Babergh"
"794","The George","52 High Street, Hadleigh, IPSWICH","IP7 5AL","602704","242467","52.043532","0.954382","Babergh"
"795","The George","The George Inn, George Street, Hintlesham, IPSWICH","IP8 3NH","622675","-5527598",\N,\N,"Babergh"
"796","The George and Dragon Inn","The George and Dragon Public House, Hall Street, Long Melford, SUDBURY","CO10 9JA","586282","245457","52.076134","0.716836","Babergh"
"797","The Grange","The Grange Country Park, Straight Road, East Bergholt, COLCHESTER","CO7 6UX","609841","235186","51.975506","1.053837","Babergh"
"799","The Greyhound","96 High Street, Lavenham, SUDBURY","CO10 9PZ","591534","249253","52.108429","0.795522","Babergh"
"801","The Hare Inn","Hare Inn, High Street, Long Melford, SUDBURY","CO10 9DF","586736","246780","52.087862","0.724191","Babergh"
"802","The Harkstead Bakers Arms Ltd","The Bakers Arms, The Street, Harkstead, IPSWICH","IP9 1BT","618749","234804","51.968635","1.183065","Babergh"
"804","The Horse and Groom","Horse and Groom, 35 East Street, SUDBURY, Suffolk","CO10 2TU","587611","241627","52.041291","0.734118","Babergh"
"805","The Horseshoes Inn","Three Horseshoes, Stows Hill, Cockfield, BURY ST EDMUNDS","IP30 0JB","591016","252988","52.142150","0.790064","Babergh"
"808","The Kings Head","90 High Street, Hadleigh, IPSWICH","IP7 5EF","602611","242629","52.045020","0.953133","Babergh"
"809","The Kings Head","Kings Head, Manningtree Road, Stutton, IPSWICH","IP9 2SW","614896","234862","51.970665","1.127116","Babergh"
"813","The Lindsey Rose","Red Rose Inn, The Tye, Lindsey, IPSWICH","IP7 6PP","598265","245815","52.075191","0.891684","Babergh"
